"","V1","V2"
"1219","dececrav","consecrate, dedicate; assign/devote (to purpose/function); deify (person) (L+S);"
"1220","decemplicav","multiply by ten;"
"1221","decertav","fight (issue out/to the finish); contend/dispute/argue; struggle/compete over;"
"1222","decharmidav","de-Charmidize, destroy identity as Charmides (character in Plautus' Trinummus);"
"1223","decimav","choose by lot every tenth man (for punishment); make tithe offering (to a god);"
"1224","decircinav","round off, make rounded/circular;"
"1225","declamitav","declaim (oratoric exercise) continually/habitually; practice rhetoric; bluster;"
"1226","declamav","declaim, make speeches (usu. as an oratorical exercise); bluster/bawl (L+S);"
"1227","declarav","declare/announce/make known; indicate, reveal, testify, show/prove; mean (word);"
"1228","declinav","deflect/divert/turnaside/swerve/change direction/deviate/dodge; digress/diverge;"
"1229","declinav","|avoid/stray; vary/be different; bend/sink down, subside/decline; lower/descend;"
"1230","declinav","decline/conjugate/inflect (in the same manner/like); change word form, modify;"
"1231","decollav","trickle/drain away/from/through; drain (of); come to naught, fail (L+S);"
"1232","decollav","behead, cause to be beheaded; remove from the neck (according to Nonius); rob;"
"1233","decolav","trickle/drain away/from/through; drain (of); come to naught, fail (L+S);"
"1234","decolorav","discolor/stain/deface, alter normal color of; disgrace, bring shame on; corrupt;"
"1235","deconciliav","extricate from trouble; deprive of, take away (L+S);"
"1236","decoriav","skin, peel; deprive of skin or outer coating;"
"1237","decorav","adorn/grace, embellish/add beauty to; glorify, honor/add honor to; do credit to;"
"1238","decorticav","strip away the bark/rind; peel; scrape off (outer skin);"
"1239","decremav","burn up; consume by fire;"
"1240","decriminav","defame;"
"1241","decrustav","peel/split off; disintegrate;"
"1242","decubav","get down; (from a bed); lie away from/out of (one's bed) (L+S);"
"1243","deculcav","tread down, crush with the feet; trample upon (L+S);"
"1244","decultav","hide deeply, conceal vigorously;"
"1245","decumav","choose by lot every tenth man (for punishment); make tithe offering (to a god);"
"1246","decuriav","make (cavalry) squads of ten; organize in military fashion; enroll in decuria;"
"1247","decurtav","cut off/short, curtail; mutilate;"
"1248","decussav","arrange crosswise; mark with a cross; divide crosswise (in form of X) (L+S);"
"1249","dedecorav","disgrace, dishonor; bring discredit/shame on; disfigure;"
"1250","dedicav","declare/proclaim; census return; dedicate/consecrate; devote/apply/commit (to);"
"1251","dedignav","disdain; refuse (scornfully), reject with scorn, spurn; feel contempt for;"
"1252","dedolav","cut down; hew smooth/away/to shape; beat/cudgel badly; (of sexual intercourse);"
"1253","dedomav","tame; (of horses);"
"1254","deerrav","go astray, wander off; miss, stray from target/goal; err/make a mistake/go wrong"
"1255","defaecav","strain/clear; cleanse, remove dregs/impurities from; defecate (L+S); set at ease"
"1256","defaenerav","exhaust, bring ruin; (by the extortion of usury);"
"1257","defatigav","tire (out), exhaust; break force of; (PASS) lose heart, weary, be discouraged;"
"1258","defecav","strain/clear; cleanse, remove dregs/impurities; defecate (L+S); set at ease;"
"1259","defenditav","make practice of defending (legal cases); defend often/habitually (contentions);"
"1260","defenerav","exhaust, bring ruin; (by extortion of usury); involve in debt;"
"1261","defensav","defend/guard/protect against; act in defense against; ward off; avert constantly"
"1262","defetigav","tire (out), exhaust; break force of; (PASS) lose heart, weary, be discouraged;"
"1263","deficav","deify, make one a god;"
"1264","deficav","strain/clear/cleanse, remove dregs/impurities from; defecate (L+S); set at ease;"
"1265","deflaglav","be burnt down/destroyed by fire; perish; be (emotionally/physically) burnt out;"
"1266","deflaglav","burn down/up/destroy by fire/utterly; parch (sun); die down/abate, burn out;"
"1267","deflagrav","be burnt down/destroyed by fire; perish; be (emotionally/physically) burnt out;"
"1268","deflagrav","burn down/up/destroy by fire/utterly; parch (sun); die down/abate, burn out;"
"1269","deflammav","extinguish, put out (the flame of); deprive of flame (L+S);"
"1270","deflav","blow away, blow on (for purpose of cleansing); brush/blow aside/off;"
"1271","defloccav","rub the nap of (cloth); strip of possessions, fleece;"
"1272","deflorav","pluck flowers; deflower/dishonor/ravish/seduce (virgin); cull/excerpt;"
"1273","defoedav","defile;"
"1274","deforciav","deforce; keep by force/violence; withhold wrongfully;"
"1275","deformav","design/shape/fashion/model; outline; describe, sketch in words, delineate;"
"1276","deformav","|disfigure, spoil, impair; (appearance); discredit, disgrace, bring shame on;"
"1277","deformav","|transform (into something less beautiful); lay out, arrange (plan of action);"
"1278","defraudav","cheat, defraud, deceive; rob (of); [w/se => deny oneself, self-sacrifice];"
"1279","defricu","rub hard/thoroughly; (ointment); rub down (person/beast); scour/rub off;"
"1280","defricu","rub hard/thoroughly; (ointment); rub down (person/beast); scour/rub off;"
"1281","defrudav","cheat, defraud, deceive; rob (of); [w/se => deny oneself, self-sacrifice];"
"1282","defrugav","rob of grain; sow too little grain;"
"1283","defrustav","divide into pieces, dismember;"
"1284","defrutav","boil down (grape juice) into defrutum/syrup;"
"1285","defugav","drive away; remove;"
"1286","defulgurav","flash away;"
"1287","degenerav","be inferior to ancestors/unworthy; deteriorate/decline; lower oneself;"
"1288","degenerav","|sink (to); fall away from/below the level; degenerate/revert (breeding);"
"1289","degenerav","be unworthy (of), fall short of the standard set by; cause deterioration in;"
"1290","deglabrav","make smooth; (remove bark from trees/logs); smooth off (L+S);"
"1291","deglutinav","unglue; separate by moistening (L+S);"
"1292","degradav","reduce in rank; deprive of office; degrade;"
"1293","degrandinavi","it goes on hailing; it hails violently, or (perhaps) it ceases to hail (Cas);"
"1294","degrumav","lay out with a surveying instrument, survey;"
"1295","degulav","devour, swallow down; consume (L+S);"
"1296","degustav","taste; taste/try/eat/drink a little of; glance at; graze; sip; test; judge;"
"1297","dehonestav","dishonor, discredit, disgrace; disparage (L+S);"
"1298","dehonorav","dishonor;"
"1299","deificav","deify; make one a god"
"1300","deintegrav","impair; deprive of integrity; destroy (L+S);"
"1301","dejectav","hurl down violently; (intensive verb);"
"1302","dejerav","swear, take an oath;"
"1303","dejudicav","give final judgment on (question);"
"1304","dejugav","disconnect; disunite; separate (L+S); sever;"
"1305","dejurav","swear, take an oath;"
"1306","dejuvav","withhold assistance; leave off helping;"
"1307","delaborav","work hard; overwork (L+S);"
"1308","delacerav","tear to shreds/pieces; destroy, frustrate (L+S);"
"1309","delacrimav","shed tears; leek sap (trees); weep (L+S);"
"1310","delacrumav","shed tears; leek sap (trees); weep (L+S);"
"1311","delaevav","smooth down/off; make smooth (L+S);"
"1312","delapidav","pave over/lay with stones; remove stones from; clear from stones (L+S);"
"1313","delassav","tire out, weary, exhaust; exhaust by experiencing;"
"1314","delav","wash off; wash clean;"
"1315","delectav","delight, please, amuse, fascinate; charm, lure, entice; be a source of delight;"
"1316","delectav","|(PASS) be delighted/glad, take pleasure; (w/INF) enjoy (being/doing);"
"1317","delegav","assign/appoint; delegate/entrust (to); consign; transfer/pass; refer/attribute;"
"1318","delerav","be mad/deranged/silly; dote; speak deliriously, rave; deviate from balks (plow);"
"1319","delevav","smooth down/off; make smooth (L+S);"
"1320","deliberav","weigh/consider/deliberate/consult (oracle); ponder/think over; resolve/decide on"
"1321","delibav","skim/flake/scrape off; channel off (water); pick out a choice specimen; perform;"
"1322","delibav","|diminish/detract (from); take away a little as to render imperfect; infringe;"
"1323","delibav","|take a little, wear away, nibble at; taste (of), touch on (subject) lightly;"
"1324","delibrav","peel, remove/strip the bark (from); strip/take off (bark); (rind L+S);"
"1325","delicav","reveal, disclose; make clear, clarify, explain;"
"1326","deligav","bind fast, tie (up), fasten; make fast by tying; bandage; tie (bandage);"
"1327","delimitav","delimit, mark out the boundaries of;"
"1328","delimav","file down; produce by filing;"
"1329","delineav","delineate; trace the outline of; (sketch out L+S);"
"1330","deliniav","delineate; trace the outline of; sketch out (L+S);"
"1331","deliquav","strain (liquid to clear); strain off (solid matter); make clear; clarify/explain"
"1332","delirav","be mad/crazy/deranged/silly; speak deliriously, rave; deviate from balks (plow);"
"1333","delitigav","dispute wholeheartedly; have it out; scold, rail angrily (L+S);"
"1334","deluctav","wrestle; fight it out (with); struggle (L+S);"
"1335","deludificav","dupe, make a complete fool of; mock (L+S); make sport of; banter;"
"1336","delumbav","injure (by dislocating hip); bring down on haunches; lame, weaken; bend/curve;"
"1337","delustrav","disenchant, free from an evil charm/spell/enchantment;"
"1338","delutav","plaster/daub with (preparation of) clay;"
"1339","demandav","entrust, hand over (to), commit; lay (duty on a person), charge (that);"
"1340","demanav","run/flow down; percolate; flow different ways (L+S); descend; descend from;"
"1341","dementav","drive mad/crazy; bewitch; delude; rave, be out of one's mind;"
"1342","demeav","descend, go down;"
"1343","demetav","measure out; mark out; fix the limits;"
"1344","demigrav","emigrate; migrate; depart/remove/withdraw/go away (from situation/local/thing);"
"1345","deminorav","lessen, diminish; (in honor/rank);"
"1346","demitigav","calm (person) down; (PASS) become milder/more lenient (L+S);"
"1347","demonstrav","point out/at/to, draw attention to; explain/describe/show, give an account of;"
"1348","demonstrav","|reveal, mention, refer to; allege; prove, demonstrate; represent; recommend;"
"1349","demorsicav","bite pieces off; nibble at; bite off;"
"1350","demorsitav","bite pieces off; nibble at; bite off;"
"1351","demurmurav","mutter (set of words) through; mutter over (L+S);"
"1352","demussav","swallow/bear/endure in silence;"
"1353","demutilav","lop off;"
"1354","demutav","change/alter/transform; deviate from way/goal, fail; depart/be different from;"
"1355","denarrav","tell/relate fully/in full; give a full account of; recount, narrate (L+S);"
"1356","denasav","remove the nose (from a person's face); deprive of the nose (L+S);"
"1357","denatav","swim downstream; swim down (L+S);"
"1358","denavigav","sail down;"
"1359","denegav","deny (fact/allegation); say that ... not; deny/refuse (favor/request);"
"1360","denigrav","blacken, make black; color very black, blacken utterly (L+S); asperse, defame;"
"1361","denominav","denominate, designate; give a name to (usu. from source expressed/implied);"
"1362","denormav","put out of shape; make crooked/irregular; disfigure (L+S);"
"1363","denotav","mark (down); lay on (color); observe; indicate/point out; imply; brand; censure;"
"1364","densav","thicken/condense/concentrate/compress/coagulate; press/pack/crowd together;"
"1365","denudav","strip, denude, lay bare, uncover; reveal/disclose; expose; rob/plunder/despoil;"
"1366","denumerav","pay (money) in full; pay down (loan);"
